,GSM215051,GSM215052,GSM215053,GSM215054,GSM215055,GSM215056,GSM215057,GSM215058,GSM215059,GSM215060,GSM215061,GSM215062,GSM215063,GSM215064,GSM215065,GSM215066,GSM215067,GSM215068,GSM215069,GSM215070,GSM215071,GSM215072,GSM215073,GSM215074,GSM215075,GSM215076,GSM215077,GSM215078,GSM215079,GSM215080,GSM215081,GSM215082,GSM215083,GSM215084,GSM215085,GSM215086,GSM215087,GSM215088,GSM215089,GSM215090,GSM215091,GSM215092,GSM215093,GSM215094,GSM215095,GSM215096,GSM215097,GSM215098,GSM215099,GSM215100,GSM215101,GSM215102,GSM215103,GSM215104,GSM215105,GSM215106,GSM215107,GSM215108,GSM215109,GSM215110,GSM215111,GSM215112,GSM215113,GSM215114
PGAM1,10.98643,11.169260000000001,10.913839999999999,11.02427,11.2562,11.267330000000001,10.94267,10.88611,10.959760000000001,10.90523,10.849039999999999,11.31744,11.053239999999999,11.04615,10.98327,10.85719,11.105310000000001,11.134260000000001,10.89757,11.04848,10.9987,10.92003,10.97482,10.965069999999999,11.07978,10.953289999999999,10.46011,10.592789999999999,11.02454,11.11187,11.112739999999999,11.09218,11.10871,11.425410000000001,11.4385,11.38149,11.517430000000001,11.22534,11.24564,11.477739999999999,11.405380000000001,11.694289999999999,11.26726,11.45848,11.46914,11.16037,11.29343,11.59325,11.29688,11.38817,11.613480000000001,11.15506,10.98449,11.4675,10.86877,11.226230000000001,11.41266,10.98967,10.78858,11.0619,11.47542,11.99131,11.435839999999999,11.47715
PGAM2,4.77548,4.82226,4.8234,4.43981,4.24349,4.68927,4.43945,4.65878,4.34582,4.55704,4.37094,4.58265,5.03664,4.43315,4.378369999999999,4.37739,4.45563,4.42248,4.6856599999999995,4.42945,4.37133,4.40693,4.18227,4.62171,4.1517599999999995,3.97453,4.1977,4.23267,4.4131800000000005,4.32448,4.35214,4.227930000000001,4.45787,4.5376900000000004,4.79515,4.80684,4.38479,5.03331,4.74204,4.5168,4.53205,4.480169999999999,5.31531,4.40651,4.56462,4.37526,4.56032,4.45753,4.14991,4.5522599999999995,4.52113,4.46345,4.03304,4.301080000000001,4.44686,4.1763900000000005,4.51768,3.93453,4.4031400000000005,4.26225,4.17,4.06249,4.47029,4.402340000000001
PGAM4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PGK1,8.188648333333333,8.333619999999998,8.125449999999999,8.282208333333333,8.382341666666667,8.225226666666666,8.376908333333335,8.243743333333333,8.188651666666667,8.322631666666668,8.514423333333333,8.552819999999999,8.072366666666667,8.393763333333332,8.526558333333334,8.508695,8.400211666666667,8.343153333333333,8.463946666666667,8.270488333333333,8.314986666666666,8.317569999999998,8.347045,8.139291666666669,8.431586666666666,8.196078333333334,8.079155,7.837029999999999,8.170451666666667,8.273401666666667,8.15436,8.098413333333333,8.365645,8.83534,8.847353333333333,8.404698333333334,8.737191666666666,8.355168333333333,8.136383333333333,8.758043333333333,8.585993333333333,8.786178333333334,7.956368333333333,8.757803333333333,9.26645,8.491446666666667,8.46909,8.661411666666666,9.134993333333332,8.385528333333335,8.856793333333334,8.750303333333333,8.313011666666666,8.615471666666666,8.305035,8.44896,8.572915,8.117683333333334,8.178548333333334,8.332945,8.479643333333334,8.902389999999999,8.45985,8.504006666666665
PGK2,4.2218800000000005,4.0452900000000005,4.19537,3.95194,4.13366,4.42414,3.7482599999999997,3.79299,3.79705,3.7322300000000004,3.76285,3.9757,4.25058,3.9242800000000004,3.7149400000000004,4.07137,3.96604,3.89244,3.96579,4.2502699999999995,3.79299,3.8800199999999996,3.67542,3.60796,3.62097,3.66842,3.56091,3.81601,3.9734,3.84775,3.8477900000000003,3.77915,4.12941,3.87508,4.0663800000000005,4.35893,3.64171,4.4295800000000005,3.74035,3.8576699999999997,3.7946699999999995,3.79569,4.199319999999999,3.8439099999999997,3.77014,3.6549300000000002,3.89218,3.64497,3.65916,3.64805,4.00185,4.13054,3.6209,3.3558,3.59435,3.7028300000000005,3.87879,3.4897400000000003,4.17437,3.5104,3.75432,3.7452,3.9727900000000003,4.03721
PGM1,10.35652,10.07595,10.62455,10.355789999999999,10.62078,10.47425,10.289480000000001,10.54613,10.32267,10.44405,10.30585,10.753219999999999,9.98826,10.5166,10.23017,10.69042,10.47236,10.3976,10.30913,10.33802,10.22252,10.4918,10.37086,10.05495,10.41383,10.25445,10.09243,10.12553,10.3965,10.319230000000001,10.51094,10.11247,9.978019999999999,8.92002,10.188310000000001,10.25937,10.10795,10.24441,9.98123,9.63166,10.36471,9.64365,9.779589999999999,9.71456,9.45921,10.19743,9.7993,10.13221,9.801210000000001,9.66209,10.00452,9.85149,9.94904,10.046439999999999,9.68058,10.13114,9.90738,10.06392,10.04471,9.17496,9.6921,9.21374,9.42585,9.65606
PGM2,6.208786666666666,6.861906666666666,6.681063333333333,6.3846066666666665,6.626363333333334,6.578916666666667,6.578303333333334,6.757633333333334,6.746523333333333,6.670296666666666,7.2776266666666665,7.266226666666667,6.334283333333333,7.1120633333333325,7.168103333333334,6.771326666666667,6.59297,6.842883333333333,7.047083333333333,6.455633333333334,6.694483333333333,7.020273333333333,6.485836666666667,6.675460000000001,6.839706666666667,6.806640000000001,6.3427966666666675,6.146273333333333,6.962486666666667,6.881360000000001,6.898326666666667,6.630916666666667,7.20906,7.633156666666667,7.409053333333333,7.406766666666666,7.743986666666667,6.913936666666667,7.545556666666666,7.597156666666667,7.4735000000000005,7.534246666666667,6.226643333333333,7.838403333333333,8.198016666666666,7.511576666666667,7.461263333333332,7.676713333333333,7.3212,7.68374,7.863646666666665,7.338163333333333,7.244853333333334,7.887630000000001,7.378826666666666,7.71418,7.687036666666667,7.326149999999999,6.702253333333334,6.481543333333334,7.314366666666667,7.452643333333334,7.316489999999999,7.441666666666667
GAPDH,13.205066666666667,13.244,13.250275,13.262541666666664,13.281036666666665,13.230235,13.096461666666668,13.07161,13.180833333333334,13.158954999999999,13.164304999999999,13.367325000000001,13.387733333333331,13.281748333333333,13.311095,13.23645,13.345365000000001,13.203933333333334,13.177331666666667,13.152911666666666,13.218526666666667,13.113728333333334,13.227405000000003,13.153985,13.337661666666667,12.924873333333336,12.788358333333335,12.871258333333332,13.214018333333334,13.263354999999997,13.134869999999998,13.171321666666664,13.492738333333334,13.522538333333332,13.661813333333333,13.549966666666668,13.512605,13.534390000000002,13.398920000000002,13.746905,13.617026666666668,13.698180000000002,13.513415,13.570791666666667,13.681513333333333,13.59548,13.53066,13.686313333333331,13.66202,13.462345,13.577098333333332,13.514746666666667,13.328401666666666,13.489411666666669,13.407161666666665,13.499431666666666,13.454123333333333,13.236139999999999,13.30767166666667,13.298585000000001,13.488456666666666,13.776831666666666,13.704983333333333,13.449026666666667
GPT1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GPT2,6.019769999999999,6.29177,5.9397400000000005,6.1165199999999995,6.1763699999999995,5.74515,5.71163,5.86532,5.69324,5.45029,5.44958,6.51353,6.30812,5.3573,6.0044900000000005,5.7012,5.50926,6.21823,6.15431,6.0425,5.76963,6.19415,5.8011,5.86231,6.555510000000001,6.60353,5.59388,5.21638,6.18275,6.35886,6.412719999999999,5.98644,6.6659,6.948989999999999,6.6795100000000005,7.2473600000000005,8.035969999999999,7.03343,8.15455,8.069460000000001,7.729769999999999,7.41677,6.63311,7.0532699999999995,6.8761600000000005,7.062119999999999,7.34985,8.061110000000001,6.98917,8.08897,8.313930000000001,6.69457,6.92715,8.20856,7.74052,7.71766,8.07676,7.495089999999999,6.3236,8.25977,7.779739999999999,7.27838,8.18653,7.2299
SLC2A1,5.20783,5.300504999999999,5.4640450000000005,5.48611,5.280965,5.290945000000001,5.36534,5.6280149999999995,5.26472,5.2956900000000005,5.312735,5.420345,5.4145900000000005,5.244805,5.71265,5.42934,5.84356,5.25653,5.37857,5.367275,5.27425,5.21011,5.365915,5.5848,5.415215,5.361235000000001,5.19968,5.27941,5.39238,5.6138650000000005,5.044615,5.18588,5.26262,5.409700000000001,5.917009999999999,5.187135,5.2039100000000005,5.278105,5.433115,6.118145,5.072035,5.653265,5.51551,5.416735,6.032875000000001,5.1498349999999995,5.44778,5.531855,5.81953,5.6305250000000004,6.745595000000001,5.71868,5.286944999999999,5.389865,5.47548,5.0574,5.222735,5.44754,5.1862200000000005,6.02881,5.752515,6.2255,5.542465,5.130694999999999
SLC2A2,3.0886099999999996,3.14079,3.1387099999999997,3.08714,2.9706200000000003,3.1129700000000002,2.99324,3.4143199999999996,2.9843,3.1469099999999997,3.11027,2.94374,3.1411700000000002,3.1680200000000003,3.21347,3.07535,3.11275,3.00564,3.19404,3.22286,3.22759,3.20855,3.16057,2.90639,3.0831,3.2527,3.21197,3.30346,3.01308,3.0388,2.95878,3.03419,2.99498,2.95321,3.42096,3.0675,2.9539999999999997,3.10745,3.33639,2.97243,2.9997,3.1905900000000003,3.12661,3.162,3.08013,3.07729,3.12126,2.99648,3.1627099999999997,3.08966,3.13631,2.95896,3.13365,2.9407900000000002,2.98433,2.9719700000000002,3.01018,3.7242800000000003,3.3080000000000003,3.24965,3.0222900000000004,3.02933,2.97284,3.08164
SLC2A3,4.279013333333333,4.30091,4.500333333333333,4.295646666666667,4.403026666666666,4.515596666666667,5.106906666666666,4.612283333333333,4.532926666666667,4.300703333333334,4.526553333333333,4.995396666666667,4.0245500000000005,4.996566666666666,4.36666,4.188153333333333,5.198463333333334,4.295356666666667,4.352523333333333,4.569136666666667,4.37002,4.663883333333334,4.621110000000001,4.362476666666667,4.219986666666666,4.243166666666666,4.486436666666667,4.3221766666666666,4.152073333333333,4.401979999999999,4.313653333333334,4.884656666666666,4.2348799999999995,4.418453333333334,4.28206,4.02581,4.441553333333333,4.136830000000001,4.175323333333334,4.10059,4.273796666666667,4.3494633333333335,4.185616666666665,4.805783333333333,4.51525,4.335126666666667,4.1202266666666665,4.459763333333333,4.613496666666666,4.148463333333334,4.427473333333333,4.09212,4.0729999999999995,4.247183333333333,4.094766666666667,4.111293333333333,4.432003333333333,3.9037633333333335,4.264193333333334,4.41007,4.026186666666667,4.963443333333333,3.9697899999999997,4.50641
SLC2A4,3.8540099999999997,3.7626800000000005,3.64935,3.42809,3.40595,3.9314199999999997,3.4517800000000003,3.5007,3.5341,3.5813800000000002,3.36576,3.6533800000000003,3.6284699999999996,3.5027199999999996,3.3601699999999997,3.73967,3.5207800000000002,3.5394400000000004,3.45477,3.4792699999999996,3.6555699999999995,3.53714,3.3184199999999997,3.7397099999999996,3.4482699999999995,3.9809,3.5174300000000005,3.5837800000000004,3.6380199999999996,3.4963900000000003,3.57785,3.70375,3.61562,3.5121800000000003,3.46621,3.75302,3.47744,4.09676,3.2804,3.74034,3.59332,3.5695300000000003,3.9061199999999996,3.41585,3.36576,3.4700300000000004,3.74546,3.4925599999999997,3.6743300000000003,3.5568400000000002,3.8237900000000002,4.10471,3.45969,3.17612,3.28169,3.38745,3.5746300000000004,3.572,3.6934,3.56691,3.6378,3.20325,3.56892,3.51674
